date,datetime,cash_type,card,money,coffee_name,money_original,coffee_count,money_scaled,coffee_count_scaled,cluster,money_inverse,coffee_count_original,coffee_inverse,coffe_inverse
2024-03-18,2024-03-18 11:17:59.671,0,63,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-18,2024-03-18 15:31:39.725,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-18,2024-03-18 15:32:38.239,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-18,2024-03-18 15:33:36.708,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-19,2024-03-19 10:20:25.996,1,11,30.0,Americano,30.0,289,0.542961608775137,0.2601246105919003,0,470.581352833638,289,289.0,289.0
2024-03-19,2024-03-19 15:04:36.309,0,48,38.7,Affogato,38.7,256,0.9405850091407679,0.2087227414330218,2,725.855575868373,256,256.0,256.0
2024-03-19,2024-03-19 16:53:48.706,0,65,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-19,2024-03-19 19:26:32.677,1,11,40.0,Affogato,40.0,256,1.0,0.2087227414330218,2,764.0,256,256.0,256.0
2024-03-20,2024-03-20 11:41:16.403,0,11,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-20,2024-03-20 12:30:48.968,0,48,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-20,2024-03-20 13:16:47.394,0,66,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-20,2024-03-20 16:42:38.117,0,49,38.7,Mocha,38.7,207,0.9405850091407679,0.13239875389408098,2,725.855575868373,207,207.0,207.0
2024-03-21,2024-03-21 10:18:56.977,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-03-21,2024-03-21 12:25:09.194,0,11,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-21,2024-03-21 12:26:17.428,0,11,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-21,2024-03-21 17:21:01.453,1,11,30.0,Espresso,30.0,459,0.542961608775137,0.5249221183800623,0,470.581352833638,459,459.0,459.0
2024-03-21,2024-03-21 17:22:01.353,0,11,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-22,2024-03-22 10:35:53.619,0,69,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-22,2024-03-22 13:29:20.343,0,70,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-22,2024-03-22 16:15:14.448,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-03-22,2024-03-22 17:17:03.724,0,11,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-22,2024-03-22 17:17:58.991,0,11,24.0,Macchiato,24.0,122,0.2687385740402193,0.0,0,294.5301645338208,122,122.0,122.0
2024-03-22,2024-03-22 17:20:49.490,0,49,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-23,2024-03-23 10:45:07.157,0,72,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-23,2024-03-23 13:10:07.661,0,73,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-23,2024-03-23 13:11:12.230,0,73,38.7,Mocha,38.7,207,0.9405850091407679,0.13239875389408098,2,725.855575868373,207,207.0,207.0
2024-03-23,2024-03-23 14:44:41.276,0,74,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-23,2024-03-23 15:49:33.813,0,75,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-23,2024-03-23 16:00:58.386,0,8,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-25,2024-03-25 11:16:25.671,1,11,35.0,Cappuccino,35.0,764,0.7714808043875685,0.9999999999999999,1,617.290676416819,764,764.0,764.0
2024-03-25,2024-03-25 18:37:30.650,0,23,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-25,2024-03-25 19:34:24.542,0,78,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-26,2024-03-26 10:35:49.679,0,54,38.7,Mocha,38.7,207,0.9405850091407679,0.13239875389408098,2,725.855575868373,207,207.0,207.0
2024-03-26,2024-03-26 11:11:47.335,0,8,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-26,2024-03-26 13:35:52.773,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-26,2024-03-26 13:36:49.644,0,31,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-26,2024-03-26 13:37:59.723,0,58,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-26,2024-03-26 13:57:53.677,0,49,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-26,2024-03-26 18:34:54.648,0,8,38.7,Affogato,38.7,256,0.9405850091407679,0.2087227414330218,2,725.855575868373,256,256.0,256.0
2024-03-27,2024-03-27 11:04:51.174,0,2,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-27,2024-03-27 11:05:58.236,0,2,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-27,2024-03-27 12:57:00.462,0,81,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-27,2024-03-27 13:35:20.039,0,82,38.7,Affogato,38.7,256,0.9405850091407679,0.2087227414330218,2,725.855575868373,256,256.0,256.0
2024-03-27,2024-03-27 14:22:31.662,0,11,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-27,2024-03-27 14:23:35.380,0,11,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-27,2024-03-27 18:30:11.833,0,83,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-28,2024-03-28 14:24:47.092,0,84,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-28,2024-03-28 17:24:46.244,0,11,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-03-28,2024-03-28 17:27:05.304,0,11,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-03-29,2024-03-29 12:34:17.383,0,87,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-29,2024-03-29 12:41:32.125,0,87,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-29,2024-03-29 13:22:44.618,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-03-30,2024-03-30 13:49:25.815,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-03-30,2024-03-30 16:37:57.553,0,8,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-03-31,2024-03-31 10:40:04.523,0,88,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-03-31,2024-03-31 19:36:45.000,1,11,30.0,Espresso,30.0,459,0.542961608775137,0.5249221183800623,0,470.581352833638,459,459.0,459.0
2024-04-01,2024-04-01 10:28:47.601,0,3,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-04-01,2024-04-01 10:29:42.318,0,3,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-04-01,2024-04-01 10:30:43.735,0,3,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-04-01,2024-04-01 11:15:43.836,0,8,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-04-01,2024-04-01 17:01:42.924,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-04-01,2024-04-01 18:18:42.372,0,23,33.8,Cappuccino,33.8,764,0.7166361974405848,0.9999999999999999,1,582.0804387568555,764,764.0,764.0
2024-04-01,2024-04-01 18:45:27.436,0,89,38.7,Affogato,38.7,256,0.9405850091407679,0.2087227414330218,2,725.855575868373,256,256.0,256.0
2024-04-02,2024-04-02 16:18:34.169,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-04-02,2024-04-02 16:19:28.460,0,2,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-04-02,2024-04-02 19:59:31.942,1,11,40.0,Latte,40.0,452,1.0,0.514018691588785,2,764.0,452,452.0,452.0
2024-04-03,2024-04-03 10:19:13.644,0,2,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-04-03,2024-04-03 10:20:07.655,0,2,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-04-03,2024-04-03 13:12:05.367,0,11,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-04-03,2024-04-03 15:36:11.735,1,11,30.0,Americano,30.0,289,0.542961608775137,0.2601246105919003,0,470.581352833638,289,289.0,289.0
2024-04-04,2024-04-04 11:27:48.411,0,92,38.7,Latte,38.7,452,0.9405850091407679,0.514018691588785,2,725.855575868373,452,452.0,452.0
2024-04-04,2024-04-04 12:23:02.216,0,93,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
2024-04-05,2024-04-05 10:40:42.728,0,94,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-04-05,2024-04-05 10:42:06.204,0,11,28.9,Espresso,28.9,459,0.49268738574040216,0.5249221183800623,0,438.3053016453382,459,459.0,459.0
2024-04-05,2024-04-05 11:06:14.643,0,95,28.9,Americano,28.9,289,0.49268738574040216,0.2601246105919003,0,438.3053016453382,289,289.0,289.0
